hotel_id,hotel_name,city,country,latitude,longitude,period,period_type,aspect,positive_mentions,negative_mentions,total_mentions,total_reviews,raw_net,smoothed_net,mean_reviewer_score,measurement_reliability,prior_strength
816e484bdc86ce32,Hotel Stefanie,Vienna,Austria,48.2142766,16.3801779,2016Q3,quarter,value,11,4,15,128,0.4666666666666667,0.28,9.435156249999997,0.6,10.0
55785934e4415281,Hotel Park Villa,Vienna,Austria,,,2016Q1,quarter,breakfast,2,1,3,6,0.3333333333333333,0.07692307692307687,9.049999999999999,0.23076923076923078,10.0
bc3d3e99c9adfac1,St Pancras Renaissance Hotel London,London,United Kingdom,51.5267769,-0.1324905,2017Q1,quarter,breakfast,13,12,25,133,0.04,0.02857142857142847,8.889473684210527,0.7142857142857143,10.0
2765ba089be8f2b2,Nottingham Place Hotel,London,United Kingdom,51.522143,-0.153385,2015Q4,quarter,service,20,2,22,45,0.8181818181818182,0.5625,7.597777777777774,0.6875,10.0
00f99d732f95a84a,Amarante Beau Manoir,Paris,France,48.870994,2.3235329,2015Q3,quarter,value,0,0,0,19,,0.0,6.0,0.0,10.0
37bdad970d57b156,Sina De La Ville,Milan,Italy,45.465957,9.192297,2016Q4,quarter,value,0,3,3,28,-1.0,-0.23076923076923073,8.575000000000001,0.23076923076923078,10.0
84e6b85dd412c0d4,Vincci Maritimo,Barcelona,Spain,41.4082054,2.2124626,2016Q2,quarter,location,24,4,28,48,0.7142857142857143,0.5263157894736843,8.050000000000002,0.7368421052631579,10.0
54cfcb5273954f80,Hazlitt s,London,United Kingdom,51.5143447,-0.1318157,2016Q4,quarter,service,8,1,9,30,0.7777777777777778,0.368421052631579,9.086666666666668,0.47368421052631576,10.0
c26fb01484ffaf5b,The RE London Shoreditch,London,United Kingdom,51.531979,-0.061598,2015Q4,quarter,cleanliness,27,2,29,90,0.8620689655172413,0.641025641025641,7.547777777777778,0.7435897435897436,10.0
fb48c50015b5a8dd,Hotel Park Lane Paris,Paris,France,48.8745879,2.3188143,2016Q3,quarter,noise,0,0,0,9,,0.0,8.666666666666664,0.0,10.0
fb833aae20b851d7,Hotel Marconi,Milan,Italy,45.4868744,9.2018407,2015Q4,quarter,noise,1,2,3,24,-0.3333333333333333,-0.07692307692307687,7.1499999999999995,0.23076923076923078,10.0
1c55a014751c03d9,Best Western Premier Faubourg 88,Paris,France,48.8776756,2.3493159,2016Q3,quarter,cleanliness,3,4,7,36,-0.14285714285714285,-0.05882352941176472,7.983333333333334,0.4117647058823529,10.0
51bd8e602c730b26,Grand Hotel Central,Barcelona,Spain,41.3849695,2.1776631,2015Q4,quarter,room,9,11,20,32,-0.1,-0.06666666666666665,9.071875000000002,0.6666666666666666,10.0
96dbfead493657c2,H tel L Echiquier Op ra Paris MGallery by Sofitel,Paris,France,48.8719889,2.3492913,2017Q2,quarter,breakfast,6,2,8,14,0.5,0.22222222222222232,9.085714285714284,0.4444444444444444,10.0
00b19bc836502cb6,citizenM Amsterdam,Amsterdam,Netherlands,52.3419432,4.8759604,2015Q4,quarter,breakfast,17,11,28,169,0.21428571428571427,0.1578947368421053,8.920710059171592,0.7368421052631579,10.0
229a9f96f3844c35,Hotel Midmost,Barcelona,Spain,41.3856173,2.1659487,2017Q2,quarter,room,10,3,13,20,0.5384615384615384,0.30434782608695654,9.32,0.5652173913043478,10.0
38beefc05895499f,Le Cinq Codet,Paris,France,48.8547869,2.3084819,2015Q3,quarter,location,8,1,9,18,0.7777777777777778,0.368421052631579,8.872222222222222,0.47368421052631576,10.0
d48d5492eb67d535,Hotel Wagner,Milan,Italy,45.4684949,9.1550355,2016Q3,quarter,room,0,0,0,1,,0.0,9.2,0.0,10.0
f63a8d6efc2f76f9,H tel Belloy Saint Germain By Happyculture,Paris,France,48.8503901,2.3422527,2017Q1,quarter,location,10,2,12,13,0.6666666666666666,0.36363636363636354,8.76153846153846,0.5454545454545454,10.0
d65ec5fdbfe14bbb,Henry VIII,London,United Kingdom,51.5124655,-0.182274,2016Q1,quarter,breakfast,41,26,67,152,0.22388059701492538,0.19480519480519476,6.977631578947364,0.8701298701298701,10.0
615126f32fa11e16,The Ritz London,London,United Kingdom,51.5069446,-0.1415776,2017Q1,quarter,noise,0,1,1,77,-1.0,-0.09090909090909094,9.580519480519486,0.09090909090909091,10.0
74968eef3004668b,DO CO Hotel Vienna,Vienna,Austria,48.2082385,16.3715725,2017Q2,quarter,location,7,2,9,14,0.5555555555555556,0.26315789473684204,8.792857142857143,0.47368421052631576,10.0
610631c2563b0435,Hotel des Tuileries Relais du Silence,Paris,France,48.8661705,2.331561,2015Q4,quarter,value,0,3,3,13,-1.0,-0.23076923076923073,7.892307692307693,0.23076923076923078,10.0
4af7b06dc7a26ec8,Gainsborough Hotel,London,United Kingdom,51.4948416,-0.1772056,2016Q1,quarter,noise,6,9,15,68,-0.2,-0.12,7.0323529411764705,0.6,10.0
779900ba80ed0740,Residence Du Roy,Paris,France,48.8657687,2.3090386,2016Q2,quarter,service,17,1,18,42,0.8888888888888888,0.5714285714285714,8.773809523809526,0.6428571428571429,10.0
ac15e1e7b5f97f74,Hotel Best Western PLUS Alfa Aeropuerto,Barcelona,Spain,41.3283758,2.1129638,2016Q2,quarter,service,35,4,39,80,0.7948717948717948,0.6326530612244898,7.881250000000003,0.7959183673469388,10.0
4905f8d3a31578d0,Saint Georges Hotel,London,United Kingdom,51.517839,-0.1424476,2016Q3,quarter,value,11,9,20,96,0.1,0.06666666666666665,7.568750000000001,0.6666666666666666,10.0
a5ce10a39a7a83d1,Forest Hill Paris la Villette,Paris,France,48.8969854,2.3852745,2016Q4,quarter,cleanliness,7,3,10,38,0.4,0.19999999999999996,6.955263157894739,0.5,10.0
389a18e5d76b5875,Eurostars Ramblas,Barcelona,Spain,41.3780983,2.1762005,2016Q4,quarter,cleanliness,2,1,3,24,0.3333333333333333,0.07692307692307687,8.129166666666665,0.23076923076923078,10.0
0d9893e9b26cba71,Op ra Marigny,Paris,France,48.871723,2.3235377,2016Q3,quarter,value,3,2,5,22,0.2,0.06666666666666665,7.8136363636363635,0.3333333333333333,10.0
e9103eb8593b29ef,Mercure Paris Arc de Triomphe Etoile,Paris,France,48.8782679,2.294852,2016Q3,quarter,value,0,0,0,4,,0.0,7.625,0.0,10.0
197fd88e6b4ffbdc,Dikker en Thijs Fenice Hotel,Amsterdam,Netherlands,52.364971,4.8839827,2017Q2,quarter,location,38,6,44,62,0.7272727272727273,0.5925925925925926,8.8,0.8148148148148148,10.0
f3e9fb2feeb21155,Hotel Crivi s,Milan,Italy,45.4529643,9.1962217,2017Q2,quarter,service,7,6,13,12,0.07692307692307693,0.04347826086956519,6.966666666666666,0.5652173913043478,10.0
1a8be1fb32d136e5,Der Wilhelmshof,Vienna,Austria,48.2185837,16.3881339,2015Q4,quarter,location,21,4,25,39,0.68,0.48571428571428577,8.87948717948718,0.7142857142857143,10.0
8238668a813c8692,The Wellesley Knightsbridge a Luxury Collection Hotel London,London,United Kingdom,51.502485,-0.1539265,2017Q1,quarter,location,1,0,1,5,1.0,0.09090909090909083,9.680000000000001,0.09090909090909091,10.0
c613400b3bacc7dc,Ilunion Barcelona,Barcelona,Spain,41.3989322,2.2024183,2016Q3,quarter,location,60,5,65,110,0.8461538461538461,0.7333333333333334,7.888181818181819,0.8666666666666667,10.0
65c012125a25b33e,Hotel Palais Strudlhof,Vienna,Austria,48.2217697,16.3578738,2017Q3,quarter,location,3,0,3,4,1.0,0.23076923076923084,8.95,0.23076923076923078,10.0
f4ecb6804d1dc7bd,The Zetter Townhouse Marylebone,London,United Kingdom,51.514839,-0.1586656,2016Q4,quarter,value,0,1,1,9,-1.0,-0.09090909090909094,9.177777777777777,0.09090909090909091,10.0
4d576a48b5adc360,The Nadler Victoria,London,United Kingdom,51.4990259,-0.1427453,2017Q1,quarter,service,47,4,51,76,0.8431372549019608,0.7049180327868851,9.448684210526318,0.8360655737704918,10.0
53132845af8c63ac,Shaftesbury Metropolis London Hyde Park,London,United Kingdom,51.5166887,-0.1706147,2017Q2,quarter,location,43,8,51,110,0.6862745098039216,0.5737704918032787,7.696363636363635,0.8360655737704918,10.0
0bfdf08321944294,H tel San R gis,Paris,France,48.8665788,2.3084447,2017Q2,quarter,breakfast,0,2,2,7,-1.0,-0.16666666666666663,8.27142857142857,0.16666666666666666,10.0
77f1d78c14932962,Copthorne Tara Hotel London Kensington,London,United Kingdom,51.499046,-0.1917073,2017Q3,quarter,service,38,21,59,137,0.288135593220339,0.24637681159420288,7.821897810218981,0.855072463768116,10.0
04fa6c1ecd337e7d,TRYP Paris Op ra,Paris,France,48.8713619,2.3426375,2015Q4,quarter,breakfast,0,0,0,8,,0.0,7.425000000000001,0.0,10.0
84105cb6b7bcf23b,Milan Suite Hotel,Milan,Italy,45.5000245,9.1428722,2016Q2,quarter,noise,0,0,0,14,,0.0,8.914285714285713,0.0,10.0
a9321b953d2a8c8a,W Barcelona,Barcelona,Spain,41.368437,2.1901534,2016Q1,quarter,cleanliness,1,3,4,47,-0.5,-0.1428571428571429,8.78936170212766,0.2857142857142857,10.0
c3e44a1d7b3d16d8,Grand Hotel Downtown,Amsterdam,Netherlands,52.36513,4.8729422,2015Q3,quarter,service,5,4,9,30,0.1111111111111111,0.05263157894736836,7.340000000000001,0.47368421052631576,10.0
01650eb9edd0c54b,Hilton Vienna Danube Waterfront,Vienna,Austria,48.2140659,16.4217627,2016Q1,quarter,service,13,4,17,40,0.5294117647058824,0.33333333333333326,8.137500000000003,0.6296296296296297,10.0
ae15d48d3b94753a,Hotel Advance,Barcelona,Spain,,,2017Q1,quarter,value,0,0,0,5,,0.0,8.68,0.0,10.0
a3dfc01bc2c5f217,Capri by Fraser Barcelona,Barcelona,Spain,41.3976233,2.188975,2017Q1,quarter,breakfast,14,6,20,61,0.4,0.2666666666666666,8.85081967213115,0.6666666666666666,10.0
ebe541c183b41f92,Bilderberg Hotel Jan Luyken,Amsterdam,Netherlands,52.3599196,4.8810128,2016Q3,quarter,noise,3,4,7,47,-0.14285714285714285,-0.05882352941176472,8.506382978723407,0.4117647058823529,10.0
ea528a31020a70b0,Courthouse Hotel Shoreditch,London,United Kingdom,51.5273442,-0.0796152,2017Q1,quarter,breakfast,6,4,10,62,0.2,0.10000000000000009,9.161290322580644,0.5,10.0
1b57ab9c54b7e499,Mercure Barcelona Condor,Barcelona,Spain,41.3999934,2.1452467,2016Q3,quarter,value,2,1,3,12,0.3333333333333333,0.07692307692307687,7.991666666666666,0.23076923076923078,10.0
dccd1e2cdcdb0d2e,Hotel Monge,Paris,France,48.8447938,2.3524462,2017Q3,quarter,value,1,0,1,7,1.0,0.09090909090909083,9.342857142857143,0.09090909090909091,10.0
7c1353a2c2cc5de4,ADI Hotel Poliziano Fiera,Milan,Italy,45.4837173,9.1649371,2017Q2,quarter,room,8,8,16,18,0.0,0.0,7.533333333333333,0.6153846153846154,10.0
35c377b6e95f0cc2,Villa Montparnasse,Paris,France,48.8349272,2.3295913,2015Q3,quarter,value,0,0,0,2,,0.0,6.05,0.0,10.0
f8fd31c2a1931a8b,The Dylan Amsterdam,Amsterdam,Netherlands,52.3654686,4.8798713,2017Q2,quarter,noise,0,1,1,11,-1.0,-0.09090909090909094,9.327272727272728,0.09090909090909091,10.0
849c53491de5836d,La Maison Champs Elys es,Paris,France,48.866676,2.3089908,2016Q4,quarter,service,5,2,7,9,0.42857142857142855,0.17647058823529416,8.666666666666666,0.4117647058823529,10.0
0fb1fc5694908e68,Claridge s,London,United Kingdom,51.5125035,-0.1477438,2016Q4,quarter,cleanliness,0,0,0,13,,0.0,9.499999999999998,0.0,10.0
094ebfee08515745,Mercure Hotel Amsterdam City South,Amsterdam,Netherlands,52.335182,4.9138688,2017Q2,quarter,noise,3,5,8,139,-0.25,-0.11111111111111116,8.31654676258993,0.4444444444444444,10.0
6fa995d415a4edbd,Le M ridien Barcelona,Barcelona,Spain,41.3837453,2.171014,2016Q1,quarter,room,3,2,5,12,0.2,0.06666666666666665,8.374999999999998,0.3333333333333333,10.0
0a96f7a6645d13b5,Elys es R gencia,Paris,France,48.8686434,2.2984054,2015Q4,quarter,cleanliness,6,4,10,42,0.2,0.10000000000000009,8.488095238095237,0.5,10.0
2dd158e8a8dc9906,The Student Hotel Amsterdam City,Amsterdam,Netherlands,52.3546649,4.9131641,2016Q1,quarter,breakfast,6,7,13,85,-0.07692307692307693,-0.04347826086956519,9.016470588235293,0.5652173913043478,10.0
b075567427a291bf,Amadi Panorama Hotel,Amsterdam,Netherlands,52.3588806,4.9886041,2016Q1,quarter,cleanliness,18,7,25,57,0.44,0.3142857142857143,8.580701754385966,0.7142857142857143,10.0
035b69564f87efb6,Eurostars Bcn Design,Barcelona,Spain,41.3907208,2.1660732,2016Q2,quarter,noise,2,4,6,56,-0.3333333333333333,-0.125,8.596428571428573,0.375,10.0
911894cb9fe8df1a,Amadi Park Hotel,Amsterdam,Netherlands,52.364962,4.873495,2016Q4,quarter,room,24,22,46,46,0.043478260869565216,0.03571428571428581,8.230434782608697,0.8214285714285714,10.0
c395621e1b622c33,H tel De Vend me,Paris,France,48.8668564,2.3286339,2016Q2,quarter,cleanliness,0,1,1,12,-1.0,-0.09090909090909094,8.833333333333334,0.09090909090909091,10.0
7e67ddff0e954f27,DoubleTree by Hilton Amsterdam Centraal Station,Amsterdam,Netherlands,52.376752,4.904618,2017Q2,quarter,location,78,10,88,138,0.7727272727272727,0.6938775510204083,8.201449275362322,0.8979591836734694,10.0
1dce6af373324f3a,AC Hotel Sants a Marriott Lifestyle Hotel,Barcelona,Spain,41.3775577,2.1384686,2017Q3,quarter,noise,0,0,0,4,,0.0,8.875,0.0,10.0
05d70c4a5e95bc84,Le Pigalle Hotel,Paris,France,48.8816073,2.3371648,2017Q1,quarter,noise,0,0,0,7,,0.0,8.942857142857141,0.0,10.0
98f09f6fe7c0137c,Austria Trend Hotel Bosei Wien,Vienna,Austria,48.1629737,16.3404024,2017Q3,quarter,noise,4,0,4,22,1.0,0.2857142857142858,8.695454545454545,0.2857142857142857,10.0
b83830477054a88b,Catalonia Rigoletto,Barcelona,Spain,41.385817,2.1256789,2017Q3,quarter,cleanliness,2,1,3,21,0.3333333333333333,0.07692307692307687,8.87142857142857,0.23076923076923078,10.0
303b2eec9c790940,The Ritz Carlton Vienna,Vienna,Austria,48.2022742,16.3762615,2017Q1,quarter,noise,0,0,0,12,,0.0,8.716666666666667,0.0,10.0
5830ed37e84758d4,Best Western Mercedes Arc de Triomphe,Paris,France,48.8848292,2.3035189,2016Q3,quarter,value,1,1,2,7,0.0,0.0,8.22857142857143,0.16666666666666666,10.0
af1263c844c35e0e,H tel De Sers Champs Elys es Paris,Paris,France,48.8683593,2.3002117,2016Q4,quarter,room,4,3,7,11,0.14285714285714285,0.05882352941176472,8.790909090909091,0.4117647058823529,10.0
d48d5492eb67d535,Hotel Wagner,Milan,Italy,45.4684949,9.1550355,2016Q2,quarter,service,2,0,2,2,1.0,0.16666666666666674,7.9,0.16666666666666666,10.0
1e48c258e613fbdf,Petit Palais Hotel De Charme,Milan,Italy,45.4559784,9.1871812,2017Q2,quarter,cleanliness,2,1,3,20,0.3333333333333333,0.07692307692307687,8.180000000000001,0.23076923076923078,10.0
1e3e6fad27db7b6b,Duquesa de Cardona,Barcelona,Spain,41.3798658,2.1805271,2015Q3,quarter,room,12,4,16,29,0.5,0.3076923076923077,8.886206896551725,0.6153846153846154,10.0
23c9e08bba07bb23,H tel Etoile Saint Honor by Happyculture,Paris,France,48.8756508,2.3041568,2015Q3,quarter,cleanliness,0,1,1,15,-1.0,-0.09090909090909094,7.34,0.09090909090909091,10.0
19c4f5bb50d39273,Radisson Blu Edwardian Mercer Street,London,United Kingdom,51.5139275,-0.1271506,2017Q3,quarter,service,16,0,16,26,1.0,0.6153846153846154,9.03461538461538,0.6153846153846154,10.0
dc1d7fec4731f7aa,Grange Clarendon Hotel,London,United Kingdom,51.5197933,-0.1241844,2017Q1,quarter,value,2,4,6,51,-0.3333333333333333,-0.125,8.141176470588235,0.375,10.0
