hotel_id,periods,city,hotel_name
000100abb6c04aba,9,London,Mayflower Hotel Apartments
00014379887908bc,9,Paris,H tel Thoumieux
0024a3e654f13a6e,9,London,The Rockwell
003892d6f23ce033,6,Paris,Hotel Le Pera
0051296f051d3cf0,9,Milan,Hotel Pierre Milano
00795a8b6ae87c5d,9,Barcelona,Barcel Sants
00a8070a9eb34993,9,Milan,Hotel Cavour
00b19bc836502cb6,9,Amsterdam,citizenM Amsterdam
00c7ffcefee670b1,9,London,Crowne Plaza London Kings Cross
00dcc48455869c47,9,Paris,Novotel Paris Vaugirard Montparnasse
00f99d732f95a84a,9,Paris,Amarante Beau Manoir
01650eb9edd0c54b,9,Vienna,Hilton Vienna Danube Waterfront
017bd3d2d7a1ae0e,9,Paris,H tel Regent s Garden
0186f339c6ac69d6,3,Barcelona,Hotel G tico
019a984099f71952,9,Vienna,Hotel Bristol A Luxury Collection Hotel
01c15fcb4a267f67,9,London,Windermere Hotel
01f1b4d075f33eeb,9,London,Radisson Blu Edwardian New Providence Wharf
028680806c93c77f,9,London,Hotel Indigo London Paddington
030435f21a461115,9,Vienna,Senator Hotel Vienna
035a01afb001e526,9,London,Adria Boutique Hotel
035b69564f87efb6,9,Barcelona,Eurostars Bcn Design
039055a05f478159,9,London,Millennium Gloucester Hotel London
03a2b4057226714f,9,Paris,Best Western Premier Marais Grands Boulevards
04050da64945bfdd,9,Paris,Hotel Odeon Saint Germain
040e8233f6be511b,9,Paris,Mercure Vaugirard Paris Porte De Versailles
044331f2d396479f,9,London,Grange Holborn Hotel
04f83ac4904fb95e,9,London,The Tophams Hotel
04fa6c1ecd337e7d,9,Paris,TRYP Paris Op ra
05025a52d56d5801,9,Barcelona,Pullman Barcelona Skipper
050e30592212c130,9,Paris,Royal Saint Michel
0587de40fd9d7667,9,Paris,H tel Beauchamps
05abf8a796dc7630,9,Milan,UNA Hotel Century
05d70c4a5e95bc84,7,Paris,Le Pigalle Hotel
05d7dbae5b1a4136,5,Amsterdam,Pulitzer Amsterdam
06771576c37d666d,9,London,Caesar Hotel
06a10508c67025f4,9,Barcelona,Arenas Atiram Hotels
0725041a236b5b9a,9,Barcelona,The Mirror Barcelona
07d42c0098c1eaef,9,London,Holiday Inn London West
084f15e41c94371b,9,London,H10 London Waterloo
08e3e345da319d9c,8,Amsterdam,Jaz Amsterdam
094a9d37e0780dbc,7,Paris,Hotel Le Saint Gregoire
094ebfee08515745,9,Amsterdam,Mercure Hotel Amsterdam City South
09525392940ca807,9,Paris,Hotel Le petit Paris
09bc9d0623fb93a3,8,London,Kensington House Hotel
0a0aa7f4d56f87c4,9,Vienna,Hotel Das Tigra
0a23c13bdd5162ee,9,Paris,Best Western Ducs de Bourgogne
0a6988e147778171,9,London,DoubleTree by Hilton London Docklands Riverside
0a70204c7d12ef81,5,Paris,Ritz Paris
0a96f7a6645d13b5,9,Paris,Elys es R gencia
0aa24f4e2c69c761,9,Paris,Le Pradey
0aa6b4d673744780,7,Paris,Le 123 Elysees Astotel
0b2ebb0427b47abe,9,London,Mercure London Paddington Hotel
0b6caa07f1b1a1d7,9,London,The Arch London
0bd15a99f39d423a,9,London,Radisson Blu Edwardian Sussex
0bdfe2986431d769,9,Amsterdam,INK Hotel Amsterdam MGallery by Sofitel
0bfdf08321944294,8,Paris,H tel San R gis
0cb2e142910559f2,4,Barcelona,Vincci Mae
0cd7792be4eebfe1,9,London,The Park Tower Knightsbridge a Luxury Collection Hotel
0cdce1b008b08659,9,London,Novotel London Paddington
0d1bcf8e29dbc79a,9,Paris,Four Seasons Hotel George V Paris
0d41a63435da5ad9,9,Paris,Mercure Paris Opera Louvre
0d4715e626b682fa,9,Milan,Hotel Manzoni
0d611be6f11afba8,9,Milan,TownHouse 33
0d7d97c495823a3c,9,London,London Marriott Hotel Marble Arch
0d9893e9b26cba71,9,Paris,Op ra Marigny
0da15b5379cc013c,2,Paris,Okko Hotels Paris Porte De Versailles
0de6324a162eb251,9,Vienna,Hotel Landhaus Fuhrgassl Huber
0df7c373bb9e58e1,9,Vienna,Austria Trend Hotel Europa Wien
0e351d8b0e1965ff,9,Milan,Ca Bianca Hotel Corte Del Naviglio
0e992ed3c87de4a5,9,Vienna,The Guesthouse Vienna
0eb43cea995d95f2,9,Barcelona,Hotel Bagu s
0f905ec6b1a2064f,9,Milan,ADI Doria Grand Hotel
0fad5cae075408be,9,Milan,Novotel Milano Nord Ca Granda
0fb1fc5694908e68,9,London,Claridge s
0febca6bd7d71beb,9,Barcelona,Abba Garden
10294e29457a45fd,9,Milan,The Square Milano Duomo
102f1b4d88d03fd0,9,Paris,H tel Exquis by Elegancia
104289516c736a6a,9,Barcelona,Ilunion Almirante
105360553157053b,9,Paris,Shangri La Hotel Paris
1070f93d3da8ee89,8,Vienna,FourSide Hotel Suites Vienna
107993e0db9c9e11,6,Barcelona,Catalonia Magdalenes
107c74dad281aad5,6,Paris,H tel Saint Marc
108e327dae64f382,9,Milan,Best Western Hotel St George
109ef67a249cd00d,9,London,Great St Helen Hotel
10bdda5ff29bff4c,9,Barcelona,Gallery Hotel
10bf67442e197285,9,Milan,LaGare Hotel Milano Centrale MGallery by Sofitel
1127faba8d299af8,9,Milan,Best Western Atlantic Hotel
1128ada016683f9f,9,Paris,La Clef Tour Eiffel
112ba3ab605e2134,9,Amsterdam,NH Amsterdam Museum Quarter
112e59b7f73d3027,9,Paris,La Tremoille Paris
114ccc57e4281f73,9,Amsterdam,Hotel Seven One Seven
11504724335cb45c,9,Paris,Castille Paris Starhotels Collezione
1155f342d6011264,9,Milan,Hotel Tiziano Park Vita Parcour Gruppo MiniHotels
115791bb45975e2c,9,Vienna,Hotel Mailberger Hof
116c12bfdc38b8b9,8,Barcelona,Vilana Hotel
118344d56b4d4f99,9,Barcelona,Majestic Hotel Spa Barcelona GL
1185efea82c92e29,9,Paris,Hotel Les Th tres
119a67ff88671a13,9,Milan,Hotel Da Vinci
11ddf8bf5cd47375,9,Barcelona,Condes de Barcelona
11f8458cb62847c4,8,Milan,Antares Hotel Accademia
12228997f7300a6f,9,Paris,H tel Concorde Montparnasse
12a3bfe8c0821d20,9,London,London Marriott Maida Vale
12b1cb14fb5d9da8,9,Vienna,Hotel Sans Souci Wien
12eb72c098e398f7,9,Milan,Hotel Mediolanum
13971cb52a57ddfd,9,Paris,Suites H tel Helzear Montparnasse
13a08d4fcd681a72,9,London,Corus Hotel Hyde Park
13a1c41e77d80965,9,Paris,Arioso
13f35981ac87ea63,9,Amsterdam,Hotel Esther a
141f0f160d84074a,9,London,Goodenough Club
1420292bc6af6e57,9,Paris,Hotel Les Bulles De Paris
143e991c99f40a77,9,Barcelona,Mercer House B ria BCN
14859c0d228c3de7,9,London,Mercure London Bridge
14d9fea8de32c2f3,9,London,DoubleTree by Hilton Hotel London Marble Arch
1506585dd4435289,9,Barcelona,Hotel Miramar Barcelona GL
150bf4d4b49632e7,7,Paris,H tel Paris Bastille Boutet MGallery by Sofitel
15b880b85e4c8c55,9,London,The Athenaeum
15ca680782ceead2,9,London,Shaftesbury Suites London Marble Arch
16108333c1f09e9d,9,Barcelona,Exe Laietana Palace
1668014d06f0f199,9,Paris,H tel Elysees Mermoz
1672b62915c6b74a,9,London,Park Lane Mews Hotel
1698375222db78b8,9,London,Covent Garden Hotel
16c349e6a28ee4ad,9,Vienna,Austria Trend Hotel Doppio Wien
17023a2b1de913d0,9,Milan,Four Points Sheraton Milan Center
1751c4953f858440,9,Vienna,Hotel Rathaus Wein Design
1755bb16e71cb6a8,9,Paris,Hilton Paris Opera
179d89be936d0a4a,9,Milan,Leonardo Hotel Milan City Center
179ead63c62b81a7,9,Vienna,Hotel Lam e
17a16cd232ba0985,9,Paris,Royal Hotel Champs Elys es
17cc2fd4d5893d7e,9,Milan,Crowne Plaza Milan City
17dd74d6a55dca67,7,Paris,Mercure Tour Eiffel Grenelle
17df11aa6fa2a626,8,Paris,Hotel Le Sainte Beuve
17e21c2ba08f82ae,8,Paris,Mercure Paris 15 Porte de Versailles
18007f4c03cf348a,9,Paris,Hotel d Orsay Esprit de France
183e1bd70f4ff564,9,London,Park Plaza London Riverbank
185abb9fdf453729,9,Milan,UNA Hotel Cusani
187983361485801e,7,Amsterdam,NH Collection Amsterdam Doelen
18844f24ff32f0b5,9,London,41
18ab9da7d5552206,7,Paris,Mercure Paris Porte d Orleans
18c5430b52a5e62d,9,Paris,W Paris Op ra
1935e1d516a36767,8,Paris,Villa Alessandra
194bdc723dd2bf5b,9,Amsterdam,Sofitel Legend The Grand Amsterdam
197fd88e6b4ffbdc,9,Amsterdam,Dikker en Thijs Fenice Hotel
19c4f5bb50d39273,9,London,Radisson Blu Edwardian Mercer Street
19cd33d898089027,9,Paris,1K Hotel
1a0ea544c6a8bb84,9,Milan,Best Western Hotel Mirage
1a17fd2c037769a6,9,Barcelona,TWO Hotel Barcelona by Axel 4 Sup Adults Only
1a220e63bc4cbe60,9,London,The Westbridge Hotel
1a6a49fc4c54c3f0,9,Vienna,Hotel Mercure Wien City
1a77d2b25cd1e157,9,Milan,TH Street Duomo
1a8be1fb32d136e5,9,Vienna,Der Wilhelmshof
1a93b379f3eb37af,9,Vienna,ARCOTEL Kaiserwasser Superior
1a98318bc7fed1a6,9,Amsterdam,Waldorf Astoria Amsterdam
1ae0dbb25868d88b,9,London,DoubleTree by Hilton London Westminster
1b08257582757e42,9,Vienna,Rainers Hotel Vienna
1b28abfd3c85ea2d,9,Paris,H tel Gustave
1b352d70162b5b23,9,Vienna,Hotel J ger
1b494ec3c27d4f50,9,Barcelona,Hotel Neri
1b57ab9c54b7e499,5,Barcelona,Mercure Barcelona Condor
1b928afdc2a86762,5,Amsterdam,Hotel V Fizeaustraat
1bc994fe9e58f4f0,9,London,W12 Rooms
1c4d98f5f0025682,9,Paris,A La Villa Madame
1c541fdd12f4918b,9,London,Knightsbridge Hotel
1c55a014751c03d9,9,Paris,Best Western Premier Faubourg 88
1c6290bcf3cdfc23,9,London,The Academy
1c6a1199cba2ea7a,3,Paris,Splendide Royal Paris
1c96c35ee97a7275,9,Paris,Novotel Suites Paris Montreuil Vincennes
1cbc4a5b483c27f9,9,Vienna,Small Luxury Hotel Altstadt Vienna
1cd90d5c1d8e18b4,9,Vienna,Austria Trend Hotel Schloss Wilhelminenberg Wien
1d06ac12adc58a8e,9,Barcelona,Ofelias Hotel 4 Sup
1dce6af373324f3a,9,Barcelona,AC Hotel Sants a Marriott Lifestyle Hotel
1dd99f8fdf86ce0b,9,Paris,Mercure Paris Montmartre Sacr Coeur
1dfa066133471036,9,Vienna,Arion Cityhotel Vienna und Appartements
1e267a963a5120e0,9,Milan,Maison Borella
1e361b70022cf490,8,Paris,R Kipling by Happyculture
1e3e6fad27db7b6b,9,Barcelona,Duquesa de Cardona
1e48c258e613fbdf,9,Milan,Petit Palais Hotel De Charme
1e64ed7869f85ae8,9,Vienna,Novotel Wien City
1eae67fdb1e2cd24,9,Vienna,Hotel Am Konzerthaus Vienna MGallery by Sofitel
1ee09dbcd8d852a3,9,Vienna,Hotel Atlanta
1f19d44f6fec8713,9,Milan,STRAF a Member of Design Hotels
1f331a4d5ffbef79,9,London,The Levin Hotel
1f378be4b2de34b4,9,Barcelona,Hotel 4 Barcelona
1fba865c6c3a7b02,9,Barcelona,Gran Hotel La Florida
1ff51f1048ba7936,9,London,Bermondsey Square Hotel A Bespoke Hotel
2011829cc024c6fd,9,Paris,Hotel Le Squara
20ad25da89483176,9,London,The Beaufort
20d275682b2b4f49,8,Vienna,Gartenhotel Altmannsdorf Hotel 1
