hotel_url,hotel_name,country,latitude,longitude,coord_source,star_rating,star_type,address,city,zip,price,price_date,price_currency,property_type,review_score,review_count_booking,local_review_count,local_neg_count,status
https://www.booking.com/hotel/be/villa-pura-vida.en-gb.html,Villa Pura Vida,be,,,,,,,,,,,,,,,22,0,failed
https://www.booking.com/hotel/be/hydro-palace.en-gb.html,Hydro Palace Apartment,be,,,,,,,,,,,,,,,3,0,failed
https://www.booking.com/hotel/be/villa-pura-vida.en-gb.html,Villa Pura Vida,be,50.818416,3.275647,scrape,4,quality,"Sint-Denijsestraat 191C, 8500 Kortrijk, Belgium, Sint-Denijsestraat 191C, 8500, Belgium",Kortrijk,8500,135,2026-07-15,EUR,Hotel,9.7,173,22,0,success
https://www.booking.com/hotel/be/hydro-palace.en-gb.html,Hydro Palace Apartment,be,51.214610153710716,2.875958293698204,scrape,4,quality,"Zeedijk 250 bus 17, Mariakerke, 8400 Ostend, Belgium, Zeedijk 250 bus 17, 8400, Belgium",Ostend,8400,,,,Hotel,9.4,46,3,0,partial
https://www.booking.com/hotel/be/love-nest-versailles-style.en-gb.html,Love Nest Versailles - Unique Louis XIV decoration - Calm location right IN city center,be,50.4667015075684,4.86667013168335,scrape,,,,Namur,,,,,,,,15,1,partial
https://www.booking.com/hotel/be/gite-namaste.en-gb.html,Gite Namaste,be,50.1833000183105,4.76667022705078,scrape,,,,,,,,,,,,4,0,partial
https://www.booking.com/hotel/be/stsauveur.en-gb.html,Hotel Saint Sauveur by WP Hotels,be,51.315411941268195,3.1294941902160645,scrape,4,official,"Langestraat 50, 8370 Blankenberge, Belgium, Langestraat 50, 8370, Belgium",Blankenberge,8370,144,2026-07-15,EUR,Hotel,7.4,1051,24,7,success
https://www.booking.com/hotel/be/b-amp-b-hof-beygaert.en-gb.html,B&B Hof Beygaert,be,50.941776,4.019679,scrape,3,quality,"lindenstraat 7A, 9300 Aalst, Belgium, lindenstraat 7A, 9300, Belgium",Aalst,9300,129,2026-07-15,EUR,Hotel,9.8,160,16,0,success
https://www.booking.com/hotel/be/novotelgentcentrum.en-gb.html,Novotel Gent Centrum,be,51.05439469894931,3.7236276268959045,scrape,3,official,"Hoogpoort 52, Binnenstad, 9000 Ghent, Belgium, Hoogpoort 52, 9000, Belgium",Ghent,9000,145,2026-07-15,EUR,Hotel,7.9,3670,99,13,success
https://www.booking.com/hotel/be/b-amp-b-place-jourdan.en-gb.html,B&B Place Jourdan,be,50.83673642627823,4.385567307472229,scrape,3,quality,"Rue Général Leman 97, Etterbeek, 1040 Brussels, Belgium, Rue Général Leman 97, 1040, Belgium",Brussels,1040,139,2026-07-29,EUR,Hotel,9.0,369,24,0,success
https://www.booking.com/hotel/be/marivaux-congress-seminar-centre.en-gb.html,Marivaux Hotel,be,50.85387576559755,4.3557800352573395,scrape,4,official,"Boulevard Adolphe Max 98, 1000 Brussels, Belgium, Boulevard Adolphe Max 98, 1000, Belgium",Brussels,1000,96,2026-07-29,EUR,Hotel,8.0,10448,449,43,success
https://www.booking.com/hotel/be/hotelastoriagent.en-gb.html,Hotel Astoria Gent,be,51.03338588245892,3.7172144651412964,scrape,3,official,"Achilles Musschestraat 39, Stationsbuurt-Zuid, 9000 Ghent, Belgium, Achilles Musschestraat 39, 9000, Belgium",Ghent,9000,152,2026-07-15,EUR,Hotel,8.8,1807,74,0,success
https://www.booking.com/hotel/be/appart-belle-vue.en-gb.html,AppartHotel Belle Vue,be,50.47923,4.18593,scrape,,,,,,,,,,,,24,6,partial
https://www.booking.com/hotel/be/le-studio-de-christine.en-gb.html,Le Studio de Christine,be,50.35184,5.45776,scrape,,,,,,,,,,,,13,1,partial
https://www.booking.com/hotel/be/chambres-d-hotes-heysel-laeken-atomium.en-gb.html,Guest house Heysel Laeken Atomium,be,,,,,,,,,,,,,,,24,11,failed
https://www.booking.com/hotel/be/la-heid-d-39-ehan.en-gb.html,la heid d'ehan,be,50.461814,5.717626,scrape,,,"61 rue saules bastin, 4920 Aywaille, Belgium, 61 rue saules bastin, 4920, Belgium",Aywaille,4920,,,,Hotel,7.4,83,4,0,partial
https://www.booking.com/hotel/be/quarreux-27.en-gb.html,Vintage Chalet in Sougne-Remouchamps near Forest,be,50.447196,5.741009,scrape,3,quality,"4920 Aywaille, Belgium, 4920, Belgium",Aywaille,4920,,,,Hotel,8.6,15,3,0,partial
https://www.booking.com/hotel/be/minimalistic-in-premium-location.en-gb.html,Minimalistic In Premium Location,be,50.8243013,4.36661300000003,scrape,4,quality,"271 Avenue Louise, 1050 Brussels, Belgium, 271 Avenue Louise, 1050, Belgium",Brussels,1050,,,,Hotel,8.1,57,15,0,partial
https://www.booking.com/hotel/be/pegasus-apparthotel-brussels-city.en-gb.html,Pegasus Studioflats Brussels City Aparthotel,be,,,,,,,,,,,,,,,12,1,failed
https://www.booking.com/hotel/be/sakura.en-gb.html,Liège Center Sakura,be,50.64514,5.57342,scrape,,,,Liège,,,,,,,,8,1,partial
https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html,Antwerp Harbour Hotel,be,51.24427292613408,4.4208624958992,scrape,3,official,"Noorderlaan 100, Antwerp District, 2030 Antwerp, Belgium, Noorderlaan 100, 2030, Belgium",Antwerp,2030,83,2026-07-15,EUR,Hotel,7.7,3108,64,18,success
https://www.booking.com/hotel/be/cottage-moere.en-gb.html,Cottage Moere,be,51.12298045899091,2.970476746559143,scrape,4,official,"Moerdijkbeek Oost 28, 8680 Koekelare, Belgium, Moerdijkbeek Oost 28, 8680, Belgium",Koekelare,8680,,,,Hotel,9.3,20,8,0,partial
https://www.booking.com/hotel/be/le-gite-du-prieure.en-gb.html,Le Gîte Du Prieuré,be,50.45177361643931,4.9065327644348145,scrape,3,quality,"Rue Régnié Durette 11, 5101 Namur, Belgium, Rue Régnié Durette 11, 5101, Belgium",Namur,5101,110,2026-07-15,EUR,Hotel,9.1,101,18,0,success
https://www.booking.com/hotel/be/villa-anna.en-gb.html,Villa Anna,be,51.09883,2.59241,scrape,,,,,,,,,,,,3,0,partial
https://www.booking.com/hotel/be/the-view-bis.en-gb.html,B&B The View Bis,be,50.82212087028256,3.234911112616146,scrape,3,quality,"56 Kerkvoetweg, 8501 Kortrijk, Belgium, 56 Kerkvoetweg, 8501, Belgium",Kortrijk,8501,155,2026-07-15,EUR,Hotel,10.0,129,12,0,success
https://www.booking.com/hotel/be/au-prince-royal-leopoldsburg.en-gb.html,Hotel Au Prince Royal,be,51.117127376315175,5.26322892310418,scrape,,,"Koning Albert I Plein 28, 3970 Leopoldsburg, Belgium, Koning Albert I Plein 28, 3970, Belgium",Leopoldsburg,3970,123,2026-07-15,EUR,Hotel,7.7,458,24,2,success
https://www.booking.com/hotel/be/bij-moemee.en-gb.html,B&B Bij MoeMee,be,51.0917371000773,3.71442827875364,scrape,4,quality,"Sneeuwklokjeslaan 11, Wondelgem, 9032 Ghent, Belgium, Sneeuwklokjeslaan 11, 9032, Belgium",Ghent,9032,,,,Hotel,9.4,102,4,0,partial
https://www.booking.com/hotel/be/ikejime.en-gb.html,B&B CHEZ PIERROT ALIAS IKEJIME,be,51.2942701587435,3.193703591823578,scrape,3,quality,"Stationsstraat 32, 8380 Lissewege, Belgium, Stationsstraat 32, 8380, Belgium",Lissewege,8380,,,,Hotel,6.9,14,7,1,partial
https://www.booking.com/hotel/be/la-maison-de-fille.en-gb.html,B&B La maison de Fille,be,50.995377,5.069989,scrape,,,"10 Schoonaerde, 3290 Diest, Belgium, 10 Schoonaerde, 3290, Belgium",Diest,3290,,,,Hotel,9.2,78,14,0,partial
https://www.booking.com/hotel/be/ter-zwaanhoek.en-gb.html,Ter Zwaanhoek,be,51.2258605957031,2.91950941085815,scrape,,,,Ostend,,,,,,,,3,0,partial
https://www.booking.com/hotel/be/ibisbrusselsairport.en-gb.html,ibis Hotel Brussels Airport,be,50.881343689755575,4.437250792980194,scrape,3,official,"Bessenveldstraat 17, 1831 Diegem, Belgium, Bessenveldstraat 17, 1831, Belgium",Diegem,1831,92,2026-07-15,EUR,Hotel,7.2,1180,80,27,success
https://www.booking.com/hotel/be/bed-39-n-blues.en-gb.html,Bed 'n Blues ****,be,50.9482547,5.1125908,scrape,4,quality,"Generaal de Wittestraat, 11, 3545 Halen, Belgium, Generaal de Wittestraat, 11, 3545, Belgium",Halen,3545,,,,Hotel,9.2,44,6,0,partial
https://www.booking.com/hotel/by/comfort.en-gb.html,Complex Comfort,by,53.90234,27.5619,scrape,,,,Minsk,,,,,,,,24,0,partial
https://www.booking.com/hotel/be/stay-in-bruges.en-gb.html,Stay in Bruges,be,51.208911604466,3.2242740271613,scrape,,,,Bruges,,,,,,,,10,1,partial
https://www.booking.com/hotel/be/alfainn.en-gb.html,Alfa Inn,be,51.3137941207764,3.1308889389038086,scrape,3,official,"Kerkstraat 92, 8370 Blankenberge, Belgium, Kerkstraat 92, 8370, Belgium",Blankenberge,8370,221,2026-07-15,EUR,Hotel,8.5,1685,24,0,success
https://www.booking.com/hotel/be/central-bruges-b-amp-b.en-gb.html,Central Bruges B&B,be,51.20789745684795,3.2379040288360557,scrape,3,quality,"Bilkske 56, Historic Centre of Brugge, 8000 Bruges, Belgium, Bilkske 56, 8000, Belgium",Bruges,8000,274,2026-07-15,EUR,Hotel,9.2,884,42,0,success
https://www.booking.com/hotel/be/hoeve-de-zuidhoek.en-gb.html,Hoeve De Zuidhoek,be,51.2661186,3.2396631,scrape,5,official,"29 Stapelvoorde, 8380 Bruges, Belgium, 29 Stapelvoorde, 8380, Belgium",Bruges,8380,,,,Hotel,9.4,33,6,1,partial
https://www.booking.com/hotel/be/duinenwachter.en-gb.html,Duinenwachter,be,51.350220987206,3.28787794907385,scrape,3,quality,"Blancgarinstraat 11, bus 1, Knokke, 8300 Knokke-Heist, Belgium, Blancgarinstraat 11, bus 1, 8300, Belgium",Knokke-Heist,8300,,,,Hotel,6.4,86,6,0,partial
https://www.booking.com/hotel/be/infotel.en-gb.html,Infotel,be,50.4545508166193,3.9524696348235,scrape,,,,,,,,,,,,11,2,partial
https://www.booking.com/hotel/be/fleurs-sauvages.en-gb.html,Fleurs-Sauvages,be,50.25,5.81666994094849,scrape,,,,,,,,,,,,8,0,partial
https://www.booking.com/hotel/be/eden-ardenne.en-gb.html,Hotel Eden Ardenne,be,49.837927096446684,5.429434776306152,scrape,3,official,"25 Chaussée de France, 6840 Neufchâteau, Belgium, 25 Chaussée de France, 6840, Belgium",Neufchâteau,6840,156,2026-07-15,EUR,Hotel,8.0,2857,61,11,success
https://www.booking.com/hotel/be/la-roseraie-gaume-ardenne-lacuisine-sur-semois.en-gb.html,La Roseraie. Gaume-Ardenne-lacuisine sur Semois.,be,49.7123238,5.326569400000039,scrape,4,official,"de chiny 2, 6821 Florenville, Belgium, de chiny 2, 6821, Belgium",Florenville,6821,119,2026-07-15,EUR,Hotel,8.1,261,24,1,success
https://www.booking.com/hotel/be/het-colettientje.en-gb.html,B&B Het Colettientje,be,51.19976696343623,3.227702757672091,scrape,,,"Colettijnenhof 3, Historic Centre of Brugge, 8000 Bruges, Belgium, Colettijnenhof 3, 8000, Belgium",Bruges,8000,,,,Hotel,8.5,546,29,0,partial
https://www.booking.com/hotel/be/vitamin-sea-by-d.en-gb.html,"Vitamin Sea, in het centrum en naast de zee",be,51.2323831,2.91385690000003,scrape,4,quality,"Van Iseghemlaan 69, Oostende Centre, 8400 Ostend, Belgium, Van Iseghemlaan 69, 8400, Belgium",Ostend,8400,,,,Hotel,8.9,87,3,0,partial
https://www.booking.com/hotel/be/avenue-beach-hotel.en-gb.html,Avenue Beach Hotel,be,51.2258605957031,2.91950941085815,scrape,,,,Ostend,,,,,,,,49,6,partial
https://www.booking.com/hotel/be/sweet-bonihu.en-gb.html,Wellness Sweet Bonihu B&B,be,51.205606,3.254084,scrape,4,quality,"Fortuinstraat 79, Sint-Kruis, 8310 Bruges, Belgium, Fortuinstraat 79, 8310, Belgium",Bruges,8310,241,2026-07-15,EUR,Hotel,9.6,223,9,2,success
https://www.booking.com/hotel/be/belle-de-nuit.en-gb.html,"Belle de Nuit, boutique hotel",be,51.231427,2.914162,scrape,3,official,"Madridstraat 9, Oostende Centre, 8400 Ostend, Belgium, Madridstraat 9, 8400, Belgium",Ostend,8400,163,2026-07-22,EUR,Hotel,7.6,289,13,0,success
https://www.booking.com/hotel/be/neuvice.en-gb.html,Hotel Neuvice,be,50.64474933539937,5.577302277088165,scrape,3,official,"En Neuvice, 45, 4000 Liège, Belgium, En Neuvice, 45, 4000, Belgium",Liège,4000,147,2026-07-15,EUR,Hotel,9.2,531,1,0,success
https://www.booking.com/hotel/be/chez-mimi.en-gb.html,Chez Mimi - chambre vue parc,be,50.852269,4.422477,scrape,,,"125, avenue du capricorne, Sint-Lambrechts-Woluwe / Woluwe-Saint-Lambert, 1200 Brussels, Belgium, 125, avenue du capricorne, 1200, Belgium",Brussels,1200,53,2026-07-29,EUR,Hotel,9.2,232,24,1,success
https://www.booking.com/hotel/be/le-pre-chet-profondeville.en-gb.html,Le Pré-Chet,be,50.3797163,4.8685131,scrape,3,quality,"7 Rive de Meuse, 5170 Profondeville, Belgium, 7 Rive de Meuse, 5170, Belgium",Profondeville,5170,,,,Hotel,9.6,46,12,0,partial
https://www.booking.com/hotel/be/grand-cabaret.en-gb.html,B&B Le Grand Cabaret,be,51.13039,2.75167,scrape,,,,,,,,,,,,14,1,partial
https://www.booking.com/hotel/be/camping-le-canada.en-gb.html,Camping Le Canada,be,49.73949224500862,5.352569635473628,scrape,,,"Pont St Nicolas 1, 6810 Chiny, Belgium, Pont St Nicolas 1, 6810, Belgium",Chiny,6810,,,,Hotel,8.2,45,11,1,partial
https://www.booking.com/hotel/by/apart-in-minsk.en-gb.html,Apartment Exclusive,by,53.90234,27.5619,scrape,,,,Minsk,,,,,,,,7,0,partial
https://www.booking.com/hotel/be/kirisavan.en-gb.html,Kirisavan Bed&Breakfast,be,50.80427556868832,5.342680683217735,scrape,4,quality,"Wellenstraat 26, 3840 Borgloon, Belgium, Wellenstraat 26, 3840, Belgium",Borgloon,3840,,,,Hotel,9.6,30,15,0,partial
https://www.booking.com/hotel/be/stadshotel-bree.en-gb.html,Hotel Ingredi,be,51.1404819,5.5970184,scrape,3,official,"Kloosterstraat 10, 3960 Bree, Belgium, Kloosterstraat 10, 3960, Belgium",Bree,3960,88,2026-07-15,EUR,Hotel,8.0,693,28,0,success
https://www.booking.com/hotel/by/mini-la-menska.en-gb.html,Mini-Hotel La Menska,by,53.90234,27.5619,scrape,,,,Minsk,,,,,,,,18,6,partial
https://www.booking.com/hotel/be/quot-ter-ename-ndeg2-quot.en-gb.html,"""Ter Ename n°2""",be,50.854379,3.63495,scrape,5,official,"77 Zwijndries, 9700 Oudenaarde, Belgium, 77 Zwijndries, 9700, Belgium",Oudenaarde,9700,,,,Hotel,8.6,100,8,0,partial
https://www.booking.com/hotel/be/b-amp-b-39-t-cremehuys.en-gb.html,B&B 't Crèmehuys,be,51.23057,5.30769,scrape,,,,,,,,,,,,10,0,partial
https://www.booking.com/hotel/by/fletkom.en-gb.html,Flatcom Hostel,by,53.90234,27.5619,scrape,,,,Minsk,,,,,,,,24,6,partial
https://www.booking.com/hotel/be/suite.en-gb.html,Suite & City Apartments,be,50.4234723949432,6.033301949501038,scrape,4,quality,"Avenue de la Gare 27, 4960 Malmedy, Belgium, Avenue de la Gare 27, 4960, Belgium",Malmedy,4960,,,,Hotel,8.4,74,24,0,partial
https://www.booking.com/hotel/be/sea-side-app-te-huur.en-gb.html,Sea Side,be,51.2202,2.88891839999997,scrape,4,quality,"Luxemburgstraat 7 D2 (Residentie Hippique), Oostende Centre, 8400 Ostend, Belgium, Luxemburgstraat 7 D2 (Residentie Hippique), 8400, Belgium",Ostend,8400,,,,Hotel,9.1,43,10,2,partial
https://www.booking.com/hotel/be/maisonmontana.en-gb.html,Maison Montana,be,50.797776,4.37687,scrape,3,quality,"5 - 7 Avenue Montana, Ukkel / Uccle, 1180 Brussels, Belgium, 5 - 7 Avenue Montana, 1180, Belgium",Brussels,1180,,,,Hotel,8.7,77,7,0,partial
https://www.booking.com/hotel/be/la-tourelle-d-achille-leontine.en-gb.html,la tourelle d’Achille leontine,be,50.1247661,5.1899396,scrape,4,quality,"Rue des Grottes 29 5580 han/sur/lesse, 5580 Rochefort, Belgium, Rue des Grottes 29 5580 han/sur/lesse, 5580, Belgium",Rochefort,5580,,,,Hotel,8.7,18,2,1,partial
https://www.booking.com/hotel/be/hoevehotel-t-kruishof.en-gb.html,Charmehotel Kruishof,be,51.204611395778,2.8798770904541016,scrape,3,official,"Kruishofstraat 1, Raversijde, 8400 Ostend, Belgium, Kruishofstraat 1, 8400, Belgium",Ostend,8400,,,,Hotel,9.2,178,13,0,partial
https://www.booking.com/hotel/be/steigenberger-grandhotel.en-gb.html,Steigenberger Wiltcher's,be,50.832496601073146,4.357556998729706,scrape,5,official,"Avenue Louise 71, 1050 Brussels, Belgium, Avenue Louise 71, 1050, Belgium",Brussels,1050,177,2026-07-15,EUR,Hotel,8.4,2193,258,38,success
https://www.booking.com/hotel/be/b-amp-b-de-vossenbarm.en-gb.html,B&B De Vossenbarm,be,51.160406122886506,3.102363646030426,scrape,4,quality,"Hildeghemweg 5, 8490 Jabbeke, Belgium, Hildeghemweg 5, 8490, Belgium",Jabbeke,8490,,,,Hotel,9.9,98,22,0,partial
